N,P,K,temperature,humidity,ph,rainfall,label
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,coffee
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,coffee
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,coffee
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,coffee
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,coffee
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,coffee
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,coffee
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,coffee
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,coffee
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,coffee
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,coffee
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,coffee
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,coffee
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,coffee
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,coffee
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,coffee
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee
101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,coffee
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,coffee
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,coffee
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,coffee
106,21,35,25.627355,57.04151119,7.428523634,188.5506536,coffee
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,coffee
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,coffee
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,coffee
90,42,43,21.37974371,82.40274423,6.802985292,6.802985292,rice
85,58,41,22.27046169,80.71964408,7.338096361,7.338096361,rice
60,55,44,23.50445915,82.7207629,8.140207144,8.140207144,rice
74,35,40,26.99109635,80.55836264,7.280400905,7.280400905,rice
78,42,42,20.63017482,82.00487287,7.928472891,7.928472891,rice
69,37,42,23.55804872,83.77011772,7.373453503,7.373453503,rice
69,55,38,23.20883798,83.03941394,6.00080568,6.00080568,rice
94,53,40,20.77774362,83.29408619,6.018627178,6.018627178,rice
89,54,38,25.01588066,83.9352163,6.985346424,6.985346424,rice
68,58,38,23.72397386,83.43322691,6.636253525,6.636253525,rice
91,53,40,27.02723513,81.81753846,5.686167788,5.686167788,rice
90,46,42,24.47898217,81.85061596,7.80283396,7.80283396,rice
78,58,44,27.30079604,81.28684822,5.408681786,5.408681786,rice
93,56,36,24.51497622,82.45687182,7.28435366,7.28435366,rice
94,50,37,26.16585205,81.06385045,7.24801983,7.24801983,rice
60,48,39,24.78209415,80.70025587,7.342299069,7.342299069,rice
85,38,41,22.08711777,83.1883708,6.549050656,6.549050656,rice
91,35,39,24.29391957,80.81817957,7.270859754,7.270859754,rice
77,38,36,22.3652524,80.5923008,6.253933276,6.253933276,rice
88,35,40,24.07943626,83.98760316,6.15393208,6.15393208,rice
89,45,36,21.82504158,80.87476396,6.742475375,6.742475375,rice
76,40,43,25.65745531,83.51713476,5.370175667,5.370175667,rice
67,59,41,22.44766735,81.37384195,6.312632591,6.312632591,rice
83,41,43,21.5525355,83.07839517,6.554028451,6.554028451,rice
98,47,37,23.98381344,81.73265073,7.675482851,7.675482851,rice
66,53,41,25.5756354,80.92389148,8.078915154,8.078915154,rice
97,59,43,26.85927159,84.44403589,6.586500176,6.586500176,rice
97,50,41,25.02922681,80.94498576,7.370959995,7.370959995,rice
60,49,44,21.27576147,84.89774397,6.544841491,6.544841491,rice
84,51,35,22.80157427,81.04416466,6.343304899,6.343304899,rice
73,57,41,21.94653958,85.34375962,6.124709117,6.124709117,rice
92,35,40,22.67931888,80.73127223,6.657389366,6.657389366,rice
85,37,39,25.02783742,83.13685569,6.664134968,6.664134968,rice
98,53,38,20.76707606,82.03895217,5.31450727,5.31450727,rice
88,54,44,26.2354293,84.28266234,6.449410611,6.449410611,rice
95,55,42,27.29533926,82.5480873,6.250660556,6.250660556,rice
99,57,35,27.25754171,81.57734011,6.260370061,6.260370061,rice
95,39,36,24.36330467,83.55250801,5.861398642,5.861398642,rice
60,43,44,21.51944696,83.35221726,7.716245107,7.716245107,rice
71,54,16,22.71359953,63.69070564,7.749914421,88.15953857,maize
61,44,17,26.20018422,71.57476937,8.931756558,102.6662445,maize
80,43,16,23.65882094,71.59351368,8.657964753,67.11995467,maize
73,58,21,20.07215954,57.68272924,8.596060648,61.05171481,maize
61,38,20,18.57891261,62.69503871,7.970458434,65.83835393,maize
68,41,16,21.87689322,57.80840636,8.158830619,102.4861694,maize
93,41,17,25.7217169,66.50415474,8.047906679,105.8654703,maize
89,60,19,25.29192419,66.6902901,7.913664501,78.46639649,maize
76,44,17,20.51683147,62.5542482,7.855442401,65.67798457,maize
67,60,25,25.02162194,66.78627406,7.750254943,109.6162279,maize
70,44,19,23.41689124,73.4541537,7.852607099,94.69712821,maize
90,49,21,24.94016732,68.3584573,8.472523287,74.45474936,maize
62,52,16,22.37526694,58.84015925,8.967057762,64.27020584,maize
92,44,16,18.97751445,65.76816093,8.082973754,95.16189431,maize
66,54,21,25.29008683,60.2001687,7.919045532,72.52375573,maize
63,58,22,18.35405352,55.28220433,8.204747653,64.12358154,maize
70,47,17,24.7129118,70.4162444,8.600827017,104.5626147,maize
61,41,17,25.2420613,65.26185135,8.021902237,77.08456006,maize
66,53,19,23.19348056,60.1159381,8.033550195,65.89730729,maize
91,94,46,30.26792366,76.54900101,5.149934034,92.82840911,banana
105,95,50,28.23368994,83.97675197,4.849076099,101.0494791,banana
108,92,53,28.30053601,83.26221306,5.276800323,104.9378,banana
86,76,54,30.2159075,80.41585705,4.926824754,90.10978128,banana
80,77,49,26.95433004,79.69654531,4.519088423,113.2297373,banana
93,94,53,26.76632408,84.72379269,5.079178788,114.5357503,banana
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,coffee
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana
